0	0	1	1	cmp	EPPC_FORMAT_X	EPPC_SUBFORMAT_NONE	false
400	400	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
401	401	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
402	402	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
403	403	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
404	404	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
405	405	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
406	406	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
407	407	1	1	sthx	EPPC_FORMAT_X	false	false
408	408	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
409	409	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
410	410	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
411	411	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
412	412	1	1	orc	EPPC_FORMAT_X	false	false
413	413	1	1	sradi	EPPC_FORMAT_XS	false	EPPC_64ONLY
414	414	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
415	415	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
416	416	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
417	417	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
418	418	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
419	419	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
420	420	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
421	421	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
422	422	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
423	423	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
424	424	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
425	425	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
426	426	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
427	427	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
428	428	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
429	429	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
430	430	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
431	431	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
432	432	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
433	433	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
434	434	1	1	slbie	EPPC_FORMAT_X	false	EPPC_64ONLY
435	435	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
436	436	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
437	437	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
438	438	1	1	ecowx	EPPC_FORMAT_X	false	false
439	439	1	1	sthux	EPPC_FORMAT_X	false	false
440	440	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
441	441	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
442	442	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
443	443	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
444	444	1	1	or	EPPC_FORMAT_X	false	false
445	445	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
446	446	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
447	447	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
448	448	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
449	449	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
450	450	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
451	451	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
452	452	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
453	453	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
454	454	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
455	455	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
456	456	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
457	457	1	1	divdu	EPPC_FORMAT_XO	false	EPPC_64ONLY
458	458	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
459	459	1	1	divwu	EPPC_FORMAT_XO	false	false
460	460	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
461	461	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
462	462	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
463	463	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
464	464	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
465	465	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
466	466	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
467	467	1	1	mtspr	EPPC_FORMAT_XFX	false	EPPC_OPRIV
468	468	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
469	469	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
470	470	1	1	dcbi	EPPC_FORMAT_X	false	EPPC_PRIV
471	471	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
472	472	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
473	473	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
474	474	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
475	475	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
476	476	1	1	nand	EPPC_FORMAT_X	false	false
477	477	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
478	478	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
479	479	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
480	480	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
481	481	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
482	482	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
483	483	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
484	484	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
485	485	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
486	486	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
487	487	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
488	488	1	1	nabs	EPPC_FORMAT_UNKNOWN	false	EPPC_POWER
489	489	1	1	divd	EPPC_FORMAT_XO	false	EPPC_64ONLY
490	490	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
491	491	1	1	divw	EPPC_FORMAT_XO	false	false
492	492	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
493	493	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
494	494	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
495	495	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
496	496	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
497	497	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
498	498	1	1	slbia	EPPC_FORMAT_X	false	EPPC_64ONLY
499	499	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
500	500	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
501	501	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
502	502	1	1	cli	EPPC_FORMAT_UNKNOWN	false	EPPC_POWER|EPPC_PRIV
503	503	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
504	504	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
505	505	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
506	506	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
507	507	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
508	508	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
509	509	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
510	510	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
511	511	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
512	512	1	1	mcrxr	EPPC_FORMAT_X	false	false
513	513	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
514	514	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
515	515	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
516	516	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
517	517	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
518	518	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
519	519	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
520	520	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
521	521	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
522	522	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
523	523	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
524	524	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
525	525	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
526	526	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
527	527	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
528	528	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
529	529	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
530	530	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
531	531	1	1	clcs	EPPC_FORMAT_UNKNOWN	false	EPPC_POWER
532	532	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
533	533	1	1	lswx	EPPC_FORMAT_X	false	false
534	534	1	1	lwbrx	EPPC_FORMAT_X	false	false
535	535	1	1	lfsx	EPPC_FORMAT_X	false	false
536	536	1	1	srw	EPPC_FORMAT_X	false	false
537	537	1	1	rrib	EPPC_FORMAT_UNKNOWN	false	EPPC_POWER
538	538	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
539	539	1	1	srd	EPPC_FORMAT_X	false	EPPC_64ONLY
540	540	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
541	541	1	1	maskir	EPPC_FORMAT_UNKNOWN	false	EPPC_POWER
542	542	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
543	543	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
544	544	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
545	545	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
546	546	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
547	547	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
548	548	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
549	549	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
550	550	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
551	551	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
552	552	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
553	553	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
554	554	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
555	555	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
556	556	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
557	557	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
558	558	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
559	559	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
560	560	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
561	561	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
562	562	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
563	563	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
564	564	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
565	565	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
566	566	1	1	tlbsync	EPPC_FORMAT_X	false	false
567	567	1	1	lfsux	EPPC_FORMAT_X	false	false
568	568	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
569	569	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
570	570	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
571	571	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
572	572	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
573	573	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
574	574	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
575	575	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
576	576	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
577	577	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
578	578	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
579	579	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
580	580	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
581	581	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
582	582	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
583	583	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
584	584	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
585	585	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
586	586	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
587	587	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
588	588	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
589	589	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
590	590	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
591	591	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
592	592	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
593	593	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
594	594	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
595	595	1	1	mfsr	EPPC_FORMAT_X	false	EPPC_PRIV|EPPC_32ONLY
596	596	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
597	597	1	1	lswi	EPPC_FORMAT_X	false	false
598	598	1	1	sync	EPPC_FORMAT_X	false	false
599	599	1	1	lfdx	EPPC_FORMAT_X	false	false
600	600	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
601	601	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
602	602	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
603	603	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
604	604	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
605	605	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
606	606	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
607	607	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
608	608	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
609	609	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
610	610	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
611	611	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
612	612	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
613	613	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
614	614	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
615	615	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
616	616	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
617	617	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
618	618	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
619	619	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
620	620	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
621	621	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
622	622	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
623	623	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
624	624	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
625	625	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
626	626	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
627	627	1	1	mfsri	EPPC_FORMAT_UNKNOWN	false	EPPC_POWER
628	628	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
629	629	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
630	630	1	1	dclst	EPPC_FORMAT_UNKNOWN	false	EPPC_POWER
631	631	1	1	lfdux	EPPC_FORMAT_X	false	false
632	632	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
633	633	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
634	634	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
635	635	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
636	636	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
637	637	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
638	638	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
639	639	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
640	640	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
641	641	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
642	642	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
643	643	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
644	644	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
645	645	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
646	646	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
647	647	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
648	648	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
649	649	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
650	650	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
651	651	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
652	652	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
653	653	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
654	654	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
655	655	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
656	656	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
657	657	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
658	658	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
659	659	1	1	mfsrin	EPPC_FORMAT_X	false	EPPC_PRIV|EPPC_32ONLY
660	660	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
661	661	1	1	stswx	EPPC_FORMAT_X	false	false
662	662	1	1	stwbrx	EPPC_FORMAT_X	false	false
663	663	1	1	stfax	EPPC_FORMAT_X	false	false
664	664	1	1	srq	EPPC_FORMAT_UNKNOWN	false	EPPC_POWER
665	665	1	1	sre	EPPC_FORMAT_UNKNOWN	false	EPPC_POWER
666	666	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
667	667	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
668	668	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
669	669	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
670	670	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
671	671	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
672	672	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
673	673	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
674	674	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
675	675	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
676	676	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
677	677	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
678	678	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
679	679	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
680	680	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
681	681	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
682	682	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
683	683	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
684	684	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
685	685	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
686	686	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
687	687	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
688	688	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
689	689	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
690	690	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
691	691	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
692	692	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
693	693	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
694	694	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
695	695	1	1	stfsux	EPPC_FORMAT_X	false	false
696	696	1	1	sriq	EPPC_FORMAT_UNKNOWN	false	EPPC_POWER
697	697	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
698	698	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
699	699	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
700	700	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
701	701	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
702	702	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
703	703	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
704	704	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
705	705	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
706	706	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
707	707	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
708	708	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
709	709	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
710	710	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
711	711	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
712	712	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
713	713	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
714	714	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
715	715	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
716	716	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
717	717	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
718	718	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
719	719	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
720	720	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
721	721	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
722	722	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
723	723	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
724	724	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
725	725	1	1	stswi	EPPC_FORMAT_X	false	false
726	726	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
727	727	1	1	stfdx	EPPC_FORMAT_X	false	false
728	728	1	1	srlq	EPPC_FORMAT_UNKNOWN	false	EPPC_POWER
729	729	1	1	sreq	EPPC_FORMAT_UNKNOWN	false	EPPC_POWER
730	730	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
731	731	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
732	732	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
733	733	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
734	734	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
735	735	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
736	736	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
737	737	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
738	738	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
739	739	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
740	740	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
741	741	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
742	742	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
743	743	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
744	744	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
745	745	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
746	746	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
747	747	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
748	748	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
749	749	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
750	750	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
751	751	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
752	752	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
753	753	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
754	754	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
755	755	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
756	756	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
757	757	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
758	758	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
759	759	1	1	stfdux	EPPC_FORMAT_X	false	false
760	760	1	1	srliq	EPPC_FORMAT_UNKNOWN	false	EPPC_POWER
761	761	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
762	762	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
763	763	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
764	764	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
765	765	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
766	766	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
767	767	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
768	768	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
769	769	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
770	770	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
771	771	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
772	772	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
773	773	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
774	774	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
775	775	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
776	776	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
777	777	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
778	778	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
779	779	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
780	780	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
781	781	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
782	782	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
783	783	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
784	784	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
785	785	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
786	786	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
787	787	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
788	788	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
789	789	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
790	790	1	1	lhbrx	EPPC_FORMAT_X	false	false
791	791	1	1	lfqx	EPPC_FORMAT_UNKNOWN	false	EPPC_POWER2
792	792	1	1	sraw	EPPC_FORMAT_X	false	false
793	793	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
794	794	1	1	srad	EPPC_FORMAT_X	false	EPPC_64ONLY
795	795	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
796	796	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
797	797	1	1	illegal	EPPC_FORMAT_UNKNOWN	false	false
